Sigla,Codigo,Municipio,Numero de suicidios,Numero de suicidios do sexo feminino,Numero de suicidios de jovens de 15 a 29 anos,Numero de suicidios do sexo masculino,Taxa de suicidios(100.000 Habitantes),Taxa de suicidios do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens de 15 a 29 anos do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens(100.000 Habitantes),Taxa de suicidios do sexo masculino(100.000 Habitantes),Taxa de suicidios de jovens de 15 a 29 anos do sexo masculino(100.000 Habitantes),ano,IDHM (2000),IDHM (2010),IDHM Renda (2010),IDHM Longevidade (2010),IDHM Educacao (2010)
MA,2110807,São Félix de Balsas,,,,,,,,,,,2011,391,557,517,778,430
MA,2110856,São Francisco do Brejão,,,,,,,,,,,2011,424,584,556,748,479
MA,2110906,São Francisco do Maranhão,,,,,,,,,,,2011,349,528,503,733,400
MA,2111003,São João Batista,,,,,,,,,,,2011,433,598,493,752,577
MA,2111029,São João do Carú,,,,,,,,,,,2011,281,509,487,684,397
MA,2111052,São João do Paraíso,,,,,,,,,,,2011,421,609,554,753,542
MA,2111078,São João do Soter,,,,,,,,,,,2011,334,517,486,711,401
MA,2111102,São João dos Patos,,,,,,,,,,,2011,478,615,613,726,522
MA,2111201,São José de Ribamar,4,1,1,3,3.58,1.75,,2.83,5.47,5.91,2011,572,708,642,790,700
MA,2111250,São José dos Basílios,,,,,,,,,,,2011,374,557,501,719,480
MA,2111300,São Luís,42,8,23,34,4.72,1.69,3.71,7.73,8.19,12.51,2011,658,768,741,813,752
MA,2111409,São Luís Gonzaga do Maranhão,,,,,,,,,,,2011,336,540,503,716,438
MA,2111508,São Mateus do Maranhão,,,,,,,,,,,2011,388,616,627,723,515
MA,2111532,São Pedro da Água Branca,,,,,,,,,,,2011,415,605,577,735,523
MA,2111573,São Pedro dos Crentes,,,,,,,,,,,2011,365,600,558,738,524
MA,2111607,São Raimundo das Mangabeiras,1,,1,1,6.77,,,26.48,13.39,50.58,2011,451,610,583,749,521
MA,2111631,São Raimundo do Doca Bezerra,,,,,,,,,,,2011,340,516,478,700,410
MA,2111672,São Roberto,,,,,,,,,,,2011,285,516,475,738,391
MA,2111706,São Vicente Ferrer,,,,,,,,,,,2011,423,592,504,762,541
MA,2111722,Satubinha,,,,,,,,,,,2011,319,493,450,720,369
MA,2111748,Senador Alexandre Costa,,,,,,,,,,,2011,362,538,520,689,435
MA,2111763,Senador La Rocque,,,,,,,,,,,2011,392,602,570,743,515
MA,2111789,Serrano do Maranhão,,,,,,,,,,,2011,343,519,440,735,433
MA,2111805,Sítio Novo,,,,,,,,,,,2011,376,564,509,774,456
MA,2111904,Sucupira do Norte,,,,,,,,,,,2011,398,579,526,731,505
MA,2111953,Sucupira do Riachão,,,,,,,,,,,2011,378,568,538,761,447
MA,2112001,Tasso Fragoso,,,,,,,,,,,2011,445,599,562,777,491
MA,2112100,Timbiras,,,,,,,,,,,2011,344,537,498,730,427
MA,2112209,Timon,2,,,2,1.52,,,,3.12,,2011,479,649,614,768,579
MA,2112233,Trizidela do Vale,1,1,1,,6.07,11.75,40.75,20.40,,,2011,434,606,565,738,534
MA,2112274,Tufilândia,,,,,,,,,,,2011,370,555,502,709,481
MA,2112308,Tuntum,,,,,,,,,,,2011,387,572,534,726,483
MA,2112407,Turiaçu,,,,,,,,,,,2011,329,561,493,776,461
MA,2112456,Turilândia,,,,,,,,,,,2011,322,536,495,774,402
MA,2112506,Tutóia,,,,,,,,,,,2011,343,561,543,722,451
MA,2112605,Urbano Santos,,,,,,,,,,,2011,379,588,506,770,522
MA,2112704,Vargem Grande,,,,,,,,,,,2011,363,542,487,768,425
MA,2112803,Viana,1,,,1,2.26,,,,4.49,,2011,457,618,567,758,548
MA,2112852,Vila Nova dos Martírios,,,,,,,,,,,2011,379,581,555,718,491
MA,2112902,Vitória do Mearim,1,1,1,,3.26,6.60,24.00,11.58,,,2011,438,596,540,733,534
MA,2113009,Vitorino Freire,,,,,,,,,,,2011,412,570,563,688,477
MA,2114007,Zé Doca,,,,,,,,,,,2011,421,595,559,745,505
MG,3100104,Abadia dos Dourados,,,,,,,,,,,2011,575,689,693,839,563
MG,3100203,Abaeté,,,,,,,,,,,2011,587,698,720,848,556
MG,3100302,Abre Campo,,,,,,,,,,,2011,540,654,646,823,525
MG,3100401,Acaiaca,,,,,,,,,,,2011,518,630,610,823,499
MG,3100500,Açucena,1,,,1,8.76,,,,17.32,,2011,443,610,595,844,451
MG,3100609,Água Boa,,,,,,,,,,,2011,451,576,594,799,403
MG,3100708,Água Comprida,,,,,,,,,,,2011,604,675,719,860,498
MG,3100807,Aguanil,,,,,,,,,,,2011,574,663,672,845,513
MG,3100906,Águas Formosas,2,1,1,1,11.16,11.20,,20.30,11.12,39.05,2011,508,645,624,811,531
MG,3101003,Águas Vermelhas,,,,,,,,,,,2011,466,601,586,808,458
MG,3101102,Aimorés,,,,,,,,,,,2011,593,684,685,810,576
MG,3101201,Aiuruoca,,,,,,,,,,,2011,550,668,677,871,505
MG,3101300,Alagoa,,,,,,,,,,,2011,542,649,634,832,518
MG,3101409,Albertina,,,,,,,,,,,2011,546,673,684,813,549
MG,3101508,Além Paraíba,1,,,1,2.95,,,,6.13,,2011,650,726,713,857,626
MG,3101607,Alfenas,7,2,3,5,10.20,5.74,20.95,15.86,14.80,10.67,2011,675,761,737,841,712
MG,3101631,Alfredo Vasconcelos,,,,,,,,,,,2011,573,675,629,834,587
MG,3101706,Almenara,,,,,,,,,,,2011,529,642,636,803,518
MG,3101805,Alpercata,,,,,,,,,,,2011,549,646,629,824,521
MG,3101904,Alpinópolis,2,,,2,11.55,,,,22.16,,2011,633,725,703,862,629
MG,3102001,Alterosa,,,,,,,,,,,2011,565,668,657,847,536
MG,3102050,Alto Caparaó,,,,,,,,,,,2011,570,661,666,842,514
MG,3153509,Alto Jequitibá,,,,,,,,,,,2011,572,660,660,787,554
MG,3102100,Alto Rio Doce,,,,,,,,,,,2011,493,620,595,828,483
MG,3102209,Alvarenga,,,,,,,,,,,2011,482,592,589,798,441
MG,3102308,Alvinópolis,,,,,,,,,,,2011,574,676,651,822,577
MG,3102407,Alvorada de Minas,,,,,,,,,,,2011,434,572,570,794,414
MG,3102506,Amparo do Serra,,,,,,,,,,,2011,458,641,616,811,528
MG,3102605,Andradas,,,,,,,,,,,2011,644,734,731,878,617
MG,3102803,Andrelândia,,,,,,,,,,,2011,571,700,675,818,621
MG,3102852,Angelândia,,,,,,,,,,,2011,413,597,594,756,473
MG,3102902,Antônio Carlos,1,1,,,9.11,18.16,,,,,2011,564,683,650,838,584
MG,3103009,Antônio Dias,1,,,1,9.92,,,,19.46,,2011,497,645,624,849,507
MG,3103108,Antônio Prado de Minas,,,,,,,,,,,2011,590,684,674,830,572
MG,3103207,Araçaí,,,,,,,,,,,2011,576,695,659,805,632
MG,3103306,Aracitaba,,,,,,,,,,,2011,525,661,608,823,577
MG,3103405,Araçuaí,,,,,,,,,,,2011,516,663,633,821,560
MG,3103504,Araguari,5,1,,4,4.84,1.93,,,7.78,,2011,673,773,740,871,716
MG,3103603,Arantina,,,,,,,,,,,2011,606,697,633,834,641
MG,3103702,Araponga,1,1,1,,12.63,26.13,90.25,42.55,,,2011,393,536,597,760,339
MG,3103751,Araporã,,,,,,,,,,,2011,605,708,676,813,646
MG,3103801,Arapuá,,,,,,,,,,,2011,648,724,718,871,608
MG,3103900,Araújos,1,,1,1,15.87,,,59.56,30.68,114.55,2011,608,698,694,855,574
MG,3104007,Araxá,4,,1,4,5.00,,,4.68,10.19,9.37,2011,683,772,756,858,709
MG,3104106,Arceburgo,,,,,,,,,,,2011,571,683,687,810,573
MG,3104205,Arcos,3,,1,3,9.00,,,10.67,17.97,21.26,2011,669,749,717,874,671
MG,3104304,Areado,1,,,1,8.07,,,,15.78,,2011,605,727,700,847,649
MG,3104403,Argirita,,,,,,,,,,,2011,551,643,645,817,505
MG,3104452,Aricanduva,,,,,,,,,,,2011,413,582,553,787,454
MG,3104502,Arinos,,,,,,,,,,,2011,514,656,607,815,570
MG,3104601,Astolfo Dutra,,,,,,,,,,,2011,632,694,686,858,567
MG,3104700,Ataléia,,,,,,,,,,,2011,460,588,592,813,423
MG,3104809,Augusto de Lima,,,,,,,,,,,2011,510,656,622,815,557
MG,3104908,Baependi,,,,,,,,,,,2011,581,681,664,833,570
MG,3105004,Baldim,,,,,,,,,,,2011,592,671,650,787,590
MG,3105103,Bambuí,1,,1,1,4.58,,,19.69,9.33,39.02,2011,645,741,735,870,636
MG,3105202,Bandeira,,,,,,,,,,,2011,431,599,583,811,454
MG,3105301,Bandeira do Sul,,,,,,,,,,,2011,539,692,681,802,608
MG,3105400,Barão de Cocais,1,,1,1,4.22,,,15.22,8.58,31.17,2011,613,722,679,858,647
MG,3105509,Barão de Monte Alto,,,,,,,,,,,2011,497,649,619,827,533
MG,3105608,Barbacena,9,2,2,7,7.77,3.32,,6.58,12.61,13.40,2011,664,769,751,881,687
MG,3105707,Barra Longa,,,,,,,,,,,2011,487,624,613,823,482
MG,3105905,Barroso,,,,,,,,,,,2011,602,734,675,864,678
MG,3106002,Bela Vista de Minas,,,,,,,,,,,2011,574,674,644,795,597
MG,3106101,Belmiro Braga,,,,,,,,,,,2011,521,660,653,830,531
MG,3106200,Belo Horizonte,137,35,48,102,6.07,2.94,2.65,7.30,9.56,12.24,2011,726,810,841,856,737
MG,3106309,Belo Oriente,,,,,,,,,,,2011,544,686,655,813,606
MG,3106408,Belo Vale,2,1,2,1,26.73,27.08,106.84,101.63,26.40,96.90,2011,560,655,672,814,514
MG,3106507,Berilo,1,,,1,7.72,,,,15.14,,2011,497,628,580,816,524
MG,3106655,Berizal,,,,,,,,,,,2011,440,604,560,757,520
MG,3106606,Bertópolis,,,,,,,,,,,2011,437,594,576,799,455
MG,3106705,Betim,10,2,5,8,3.09,1.23,,5.13,4.97,10.30,2011,612,749,709,864,687
MG,3106804,Bias Fortes,,,,,,,,,,,2011,515,620,605,796,495
MG,3106903,Bicas,1,1,,,7.70,15.00,,,,,2011,673,744,726,850,667
MG,3107000,Biquinhas,,,,,,,,,,,2011,563,688,684,857,555
MG,3107109,Boa Esperança,2,,2,2,5.33,,,20.35,10.63,40.58,2011,617,704,694,855,587
MG,3107208,Bocaina de Minas,,,,,,,,,,,2011,529,645,665,848,476
MG,3107307,Bocaiúva,,,,,,,,,,,2011,577,700,648,822,644
MG,3107406,Bom Despacho,10,,4,10,24.70,,,37.57,49.64,75.50,2011,665,750,742,861,661
MG,3107505,Bom Jardim de Minas,,,,,,,,,,,2011,576,673,653,822,569
MG,3107604,Bom Jesus da Penha,,,,,,,,,,,2011,618,735,696,862,662
MG,3107703,Bom Jesus do Amparo,,,,,,,,,,,2011,555,683,655,834,582
MG,3107802,Bom Jesus do Galho,1,1,,,6.25,12.84,,,,,2011,470,623,615,800,491
MG,3107901,Bom Repouso,,,,,,,,,,,2011,539,653,647,821,523
MG,3108008,Bom Sucesso,1,,,1,5.88,,,,11.70,,2011,590,692,680,808,602
MG,3108107,Bonfim,2,,,2,29.33,,,,58.06,,2011,515,637,669,834,464
MG,3108206,Bonfinópolis de Minas,2,1,1,1,31.39,32.73,115.61,56.21,30.15,,2011,567,678,655,796,598
MG,3108255,Bonito de Minas,,,,,,,,,,,2011,336,537,514,776,388
MG,3108305,Borda da Mata,2,,,2,13.57,,,,26.52,,2011,615,730,703,865,640
MG,3108404,Botelhos,,,,,,,,,,,2011,602,702,702,868,568
MG,3108503,Botumirim,,,,,,,,,,,2011,479,602,540,782,517
MG,3108701,Brás Pires,,,,,,,,,,,2011,564,674,646,848,559
MG,3108552,Brasilândia de Minas,,,,,,,,,,,2011,513,656,612,813,568
MG,3108602,Brasília de Minas,1,,,1,3.29,,,,6.50,,2011,579,692,697,841,566
MG,3108909,Brasópolis,1,,,1,6.52,,,,12.87,,2011,490,625,582,801,523
MG,3108800,Braúnas,,,,,,,,,,,2011,459,624,635,802,478
MG,3109006,Brumadinho,2,,1,2,7.27,,,13.46,14.48,26.92,2011,627,747,761,857,639
MG,3109105,Bueno Brandão,1,,,1,9.14,,,,17.55,,2011,550,658,662,848,507
MG,3109204,Buenópolis,,,,,,,,,,,2011,544,669,650,796,579
MG,3109253,Bugre,,,,,,,,,,,2011,464,627,602,800,511
MG,3109303,Buritis,2,,2,2,9.69,,,34.11,18.80,65.45,2011,566,672,666,815,558
MG,3109402,Buritizeiro,1,,1,1,3.84,,,13.23,7.54,26.44,2011,497,624,603,768,524
MG,3109451,Cabeceira Grande,1,,,1,15.08,,,,28.59,,2011,523,648,638,788,542
MG,3109501,Cabo Verde,,,,,,,,,,,2011,588,674,686,847,527
MG,3109600,Cachoeira da Prata,,,,,,,,,,,2011,651,741,689,834,707
MG,3109709,Cachoeira de Minas,1,,,1,9.34,,,,18.14,,2011,608,706,673,821,637
MG,3102704,Cachoeira de Pajeú,1,,,1,11.79,,,,23.36,,2011,417,578,563,771,444
MG,3109808,Cachoeira Dourada,,,,,,,,,,,2011,616,726,695,850,648
MG,3109907,Caetanópolis,,,,,,,,,,,2011,603,706,674,845,617
MG,3110004,Caeté,1,,,1,2.73,,,,5.60,,2011,661,728,690,844,663
MG,3110103,Caiana,,,,,,,,,,,2011,538,633,631,833,483
MG,3110202,Cajuri,,,,,,,,,,,2011,534,617,599,804,487
MG,3110301,Caldas,1,,,1,7.80,,,,15.09,,2011,602,687,701,873,529
MG,3110400,Camacho,,,,,,,,,,,2011,536,690,639,840,612
MG,3110509,Camanducaia,2,,,2,9.53,,,,18.23,,2011,559,689,707,837,553
MG,3110608,Cambuí,,,,,,,,,,,2011,654,751,722,872,674
MG,3110707,Cambuquira,,,,,,,,,,,2011,600,699,691,856,577
MG,3110806,Campanário,,,,,,,,,,,2011,534,616,607,831,464
MG,3110905,Campanha,1,,,1,6.97,,,,14.10,,2011,630,709,715,849,587
MG,3111002,Campestre,,,,,,,,,,,2011,578,698,712,843,566
MG,3111101,Campina Verde,1,1,,,5.31,10.79,,,,,2011,621,704,714,868,562
MG,3111150,Campo Azul,,,,,,,,,,,2011,488,621,550,799,546
MG,3111200,Campo Belo,3,,2,3,6.03,,,15.09,12.27,30.24,2011,632,711,706,868,586
MG,3111309,Campo do Meio,1,,,1,8.70,,,,16.86,,2011,576,683,655,827,588
MG,3111408,Campo Florido,,,,,,,,,,,2011,587,706,735,858,558
MG,3111507,Campos Altos,,,,,,,,,,,2011,617,702,690,860,582
MG,3111606,Campos Gerais,2,,2,2,7.45,,,26.63,14.46,51.55,2011,573,682,666,821,580
MG,3111903,Cana Verde,,,,,,,,,,,2011,516,649,644,798,532
MG,3111705,Canaã,,,,,,,,,,,2011,570,722,721,872,598
MG,3111804,Canápolis,,,,,,,,,,,2011,564,650,652,821,512
MG,3112000,Candeias,1,,,1,6.87,,,,13.40,,2011,555,678,699,830,537
MG,3112059,Cantagalo,,,,,,,,,,,2011,488,631,598,816,515
MG,3112109,Caparaó,,,,,,,,,,,2011,519,624,614,836,473
MG,3112208,Capela Nova,,,,,,,,,,,2011,483,648,602,797,568
MG,3112307,Capelinha,3,,1,3,9.47,,,11.23,19.05,22.32,2011,490,653,641,824,527
MG,3112406,Capetinga,1,,,1,13.46,,,,25.85,,2011,580,675,680,848,533
MG,3112505,Capim Branco,,,,,,,,,,,2011,588,695,664,837,604
MG,3112604,Capinópolis,,,,,,,,,,,2011,629,723,747,841,601
MG,3112653,Capitão Andrade,,,,,,,,,,,2011,494,624,630,805,478
MG,3112703,Capitão Enéas,,,,,,,,,,,2011,506,639,573,806,565
MG,3112802,Capitólio,,,,,,,,,,,2011,618,710,709,825,612
MG,3112901,Caputira,1,,1,1,11.16,,,39.35,22.00,76.39,2011,529,615,609,809,471
MG,3113008,Caraí,,,,,,,,,,,2011,424,558,549,781,405
MG,3113107,Caranaíba,,,,,,,,,,,2011,535,634,593,807,533
MG,3113206,Carandaí,1,,,1,4.69,,,,9.36,,2011,572,697,663,821,622
MG,3113305,Carangola,3,2,,1,9.37,12.25,,,6.37,,2011,637,695,699,837,573
MG,3113404,Caratinga,6,3,4,3,7.63,7.53,9.07,18.14,7.75,27.23,2011,606,706,697,836,603
MG,3113503,Carbonita,,,,,,,,,,,2011,482,638,617,796,529
MG,3113602,Careaçu,,,,,,,,,,,2011,608,683,666,824,581
MG,3113701,Carlos Chagas,,,,,,,,,,,2011,524,648,641,826,513
MG,3113800,Carmésia,1,,1,1,44.52,,,167.50,89.53,337.84,2011,521,650,631,805,540
MG,3113909,Carmo da Cachoeira,2,,,2,17.00,,,,33.17,,2011,564,655,672,801,523
MG,3114006,Carmo da Mata,2,,,2,19.20,,,,38.36,,2011,581,689,680,840,572
MG,3114105,Carmo de Minas,,,,,,,,,,,2011,558,682,668,845,562
MG,3114204,Carmo do Cajuru,,,,,,,,,,,2011,612,710,695,853,605
MG,3114303,Carmo do Paranaíba,,,,,,,,,,,2011,642,705,713,861,571
MG,3114402,Carmo do Rio Claro,2,1,,1,9.99,10.20,,,9.80,,2011,628,733,715,850,649
MG,3114501,Carmópolis de Minas,3,,1,3,20.85,,,25.74,40.58,50.51,2011,565,700,694,850,582
MG,3114550,Carneirinho,,,,,,,,,,,2011,607,741,749,873,622
MG,3114600,Carrancas,,,,,,,,,,,2011,599,725,687,877,632
MG,3114709,Carvalhópolis,,,,,,,,,,,2011,569,724,688,850,648
MG,3114808,Carvalhos,,,,,,,,,,,2011,507,646,667,820,492
MG,3114907,Casa Grande,,,,,,,,,,,2011,533,652,608,823,555
MG,3115003,Cascalho Rico,,,,,,,,,,,2011,620,721,734,845,604
MG,3115102,Cássia,,,,,,,,,,,2011,617,704,723,837,576
MG,3115300,Cataguases,1,1,1,,1.55,3.04,12.27,6.10,,,2011,659,751,718,861,685
MG,3115359,Catas Altas,,,,,,,,,,,2011,592,684,665,828,582
MG,3115409,Catas Altas da Noruega,1,1,,,25.77,52.91,,,,,2011,485,600,588,799,460
MG,3115458,Catuji,,,,,,,,,,,2011,405,540,534,771,382
MG,3115474,Catuti,,,,,,,,,,,2011,413,621,563,773,549
MG,3115508,Caxambu,,,,,,,,,,,2011,649,743,770,848,629
MG,3115607,Cedro do Abaeté,,,,,,,,,,,2011,560,678,641,801,608
MG,3115706,Central de Minas,,,,,,,,,,,2011,539,665,663,823,540
MG,3115805,Centralina,1,,1,1,10.23,,,38.40,19.63,72.99,2011,572,678,654,853,558
MG,3115904,Chácara,,,,,,,,,,,2011,561,664,650,878,512
MG,3116001,Chalé,,,,,,,,,,,2011,583,655,636,787,561
MG,3116100,Chapada do Norte,,,,,,,,,,,2011,427,598,571,798,469
MG,3116159,Chapada Gaúcha,,,,,,,,,,,2011,484,635,573,820,546
MG,3116209,Chiador,,,,,,,,,,,2011,590,711,742,868,559
MG,3116308,Cipotânea,,,,,,,,,,,2011,436,579,592,750,437
MG,3116407,Claraval,,,,,,,,,,,2011,505,698,687,848,584
MG,3116506,Claro dos Poções,,,,,,,,,,,2011,537,670,601,799,625
MG,3116605,Cláudio,,,,,,,,,,,2011,597,709,701,846,602
MG,3116704,Coimbra,,,,,,,,,,,2011,581,669,649,825,558
MG,3116803,Coluna,1,,1,1,10.81,,,38.02,21.94,72.99,2011,461,583,590,782,430
MG,3116902,Comendador Gomes,,,,,,,,,,,2011,619,697,703,850,566
MG,3117009,Comercinho,,,,,,,,,,,2011,413,593,566,797,462
MG,3117108,Conceição da Aparecida,,,,,,,,,,,2011,603,691,688,847,566
MG,3115201,Conceição da Barra de Minas,,,,,,,,,,,2011,538,685,668,815,590
MG,3117306,Conceição das Alagoas,,,,,,,,,,,2011,603,712,734,862,570
MG,3117207,Conceição das Pedras,,,,,,,,,,,2011,571,668,642,821,566
MG,3117405,Conceição de Ipanema,,,,,,,,,,,2011,536,676,664,825,565
MG,3117504,Conceição do Mato Dentro,1,,1,1,5.38,,,22.02,10.76,41.88,2011,430,634,622,794,517
MG,3117603,Conceição do Pará,,,,,,,,,,,2011,572,700,687,850,588
MG,3117702,Conceição do Rio Verde,1,1,,,7.99,16.23,,,,,2011,581,665,675,834,522
MG,3117801,Conceição dos Ouros,,,,,,,,,,,2011,600,703,668,842,618
MG,3117836,Cônego Marinho,,,,,,,,,,,2011,440,621,550,799,544
MG,3117876,Confins,,,,,,,,,,,2011,634,747,706,830,711
MG,3117900,Congonhal,2,,2,2,22.42,,,83.30,43.44,161.68,2011,590,712,681,847,626
MG,3118007,Congonhas,3,,,3,7.15,,,,14.48,,2011,637,753,732,877,665
MG,3118106,Congonhas do Norte,,,,,,,,,,,2011,451,568,566,746,433
MG,3118205,Conquista,,,,,,,,,,,2011,615,729,714,877,618
MG,3118304,Conselheiro Lafaiete,3,1,1,2,2.88,1.86,,3.56,3.96,7.20,2011,666,761,736,860,697
MG,3118403,Conselheiro Pena,,,,,,,,,,,2011,578,662,646,837,537
MG,3118502,Consolação,,,,,,,,,,,2011,538,673,627,806,602
MG,3118601,Contagem,11,1,5,10,2.00,0.36,1.20,3.02,3.72,4.86,2011,651,756,745,832,697
MG,3118700,Coqueiral,1,,1,1,10.35,,,39.76,20.49,76.51,2011,579,694,663,838,601
MG,3118809,Coração de Jesus,2,1,1,1,7.77,7.87,29.87,14.30,7.67,,2011,517,642,575,808,570
MG,3118908,Cordisburgo,,,,,,,,,,,2011,567,656,644,786,558
MG,3119005,Cordislândia,,,,,,,,,,,2011,599,660,654,807,544
MG,3119104,Corinto,,,,,,,,,,,2011,595,680,664,842,562
MG,3119203,Coroaci,,,,,,,,,,,2011,501,626,613,811,493
MG,3119302,Coromandel,2,,1,2,7.21,,,13.63,14.04,27.11,2011,653,708,730,860,565
MG,3119401,Coronel Fabriciano,3,1,,2,3.04,1.97,,,4.17,,2011,648,755,715,865,696
MG,3119500,Coronel Murta,,,,,,,,,,,2011,515,627,578,784,543
MG,3119609,Coronel Pacheco,,,,,,,,,,,2011,595,669,673,789,565
MG,3119708,Coronel Xavier Chaves,,,,,,,,,,,2011,529,677,670,823,563
MG,3119807,Córrego Danta,,,,,,,,,,,2011,596,692,683,844,575
MG,3119906,Córrego do Bom Jesus,1,,,1,26.18,,,,49.63,,2011,554,692,665,840,592
MG,3119955,Córrego Fundo,,,,,,,,,,,2011,519,678,657,795,597
MG,3120003,Córrego Novo,,,,,,,,,,,2011,480,632,596,805,525
MG,3120102,Couto de Magalhães de Minas,,,,,,,,,,,2011,537,659,600,807,592
MG,3120151,Crisólita,,,,,,,,,,,2011,416,585,579,799,432
MG,3120201,Cristais,2,1,1,1,20.83,21.45,78.80,38.64,20.24,,2011,583,692,736,859,525
MG,3120300,Cristália,,,,,,,,,,,2011,452,583,518,795,482
MG,3120409,Cristiano Otoni,,,,,,,,,,,2011,562,695,651,823,626
MG,3120508,Cristina,1,,,1,9.65,,,,18.77,,2011,553,668,645,842,550
MG,3120607,Crucilândia,,,,,,,,,,,2011,520,651,653,816,518
MG,3120706,Cruzeiro da Fortaleza,,,,,,,,,,,2011,640,696,720,832,562
MG,3120805,Cruzília,,,,,,,,,,,2011,576,695,671,853,587
MG,3120839,Cuparaque,,,,,,,,,,,2011,527,627,621,798,497
MG,3120870,Curral de Dentro,,,,,,,,,,,2011,440,585,571,759,462
MG,3120904,Curvelo,,,,,,,,,,,2011,608,713,689,851,617
MG,3121001,Datas,,,,,,,,,,,2011,501,616,590,756,524
MG,3121100,Delfim Moreira,,,,,,,,,,,2011,524,669,649,837,552
MG,3121209,Delfinópolis,,,,,,,,,,,2011,576,740,702,872,661
MG,3121258,Delta,1,,1,1,19.78,,,63.37,38.08,118.76,2011,557,639,672,808,481
MG,3121308,Descoberto,,,,,,,,,,,2011,563,680,657,798,599
MG,3121407,Desterro de Entre Rios,1,,,1,14.69,,,,28.78,,2011,508,639,607,802,536
MG,3121506,Desterro do Melo,,,,,,,,,,,2011,477,631,618,809,503
MG,3121605,Diamantina,2,2,2,,4.52,8.86,32.52,16.27,,,2011,602,716,693,839,632
MG,3121704,Diogo de Vasconcelos,,,,,,,,,,,2011,463,601,578,811,464
MG,3121803,Dionísio,,,,,,,,,,,2011,556,702,651,821,647
MG,3121902,Divinésia,,,,,,,,,,,2011,582,657,645,785,559
MG,3122009,Divino,,,,,,,,,,,2011,503,605,639,823,421
MG,3122108,Divino das Laranjeiras,,,,,,,,,,,2011,594,661,624,811,571
MG,3122207,Divinolândia de Minas,1,,,1,15.41,,,,31.33,,2011,501,623,603,812,495
MG,3122306,Divinópolis,22,9,6,13,11.72,9.38,3.82,11.53,14.16,19.35,2011,686,764,753,844,702
MG,3122355,Divisa Alegre,,,,,,,,,,,2011,483,608,603,723,515
MG,3122405,Divisa Nova,,,,,,,,,,,2011,551,670,660,801,570
MG,3122454,Divisópolis,,,,,,,,,,,2011,445,609,577,802,489
MG,3122470,Dom Bosco,,,,,,,,,,,2011,538,673,627,815,597
MG,3122504,Dom Cavati,,,,,,,,,,,2011,596,688,660,784,630
MG,3122603,Dom Joaquim,,,,,,,,,,,2011,472,622,610,819,482
MG,3122702,Dom Silvério,,,,,,,,,,,2011,597,709,661,847,636
MG,3122801,Dom Viçoso,,,,,,,,,,,2011,558,687,617,819,641
MG,3122900,Dona Eusébia,,,,,,,,,,,2011,584,701,684,841,598
MG,3123007,Dores de Campos,1,,,1,12.27,,,,24.67,,2011,609,686,671,823,585
MG,3123106,Dores de Guanhães,,,,,,,,,,,2011,497,636,612,821,512
MG,3123205,Dores do Indaiá,1,1,1,,6.92,13.53,56.92,28.54,,,2011,603,719,710,840,623
MG,3123304,Dores do Turvo,,,,,,,,,,,2011,509,629,613,829,490
MG,3123403,Doresópolis,,,,,,,,,,,2011,605,692,652,869,585
MG,3123502,Douradoquara,,,,,,,,,,,2011,609,706,704,847,591
MG,3123528,Durandé,,,,,,,,,,,2011,505,645,626,842,508
MG,3123601,Elói Mendes,2,,1,2,9.00,,,16.94,17.93,33.38,2011,618,685,688,838,558
MG,3123700,Engenheiro Caldas,,,,,,,,,,,2011,547,644,632,815,518
MG,3123809,Engenheiro Navarro,,,,,,,,,,,2011,481,655,599,791,594
MG,3123858,Entre Folhas,,,,,,,,,,,2011,517,634,617,792,521
MG,3123908,Entre Rios de Minas,3,,,3,22.70,,,,45.93,,2011,569,672,673,802,563
MG,3124005,Ervália,1,,,1,5.82,,,,11.52,,2011,516,625,640,828,460
MG,3124104,Esmeraldas,1,,,1,2.01,,,,3.95,,2011,538,671,649,822,567
MG,3124203,Espera Feliz,1,,1,1,4.84,,,17.57,9.54,34.88,2011,546,663,663,846,520
MG,3124302,Espinosa,1,,1,1,3.22,,,11.38,6.52,22.66,2011,493,627,582,804,526
MG,3124401,Espírito Santo do Dourado,,,,,,,,,,,2011,582,685,660,847,576
MG,3124500,Estiva,2,1,1,1,19.15,20.26,77.58,36.27,18.15,,2011,558,691,679,848,573
MG,3124609,Estrela Dalva,,,,,,,,,,,2011,592,710,719,867,574
MG,3124708,Estrela do Indaiá,1,,,1,28.31,,,,56.31,,2011,543,676,679,875,521
MG,3124807,Estrela do Sul,,,,,,,,,,,2011,581,696,694,840,579
MG,3124906,Eugenópolis,,,,,,,,,,,2011,585,675,660,846,551
MG,3125002,Ewbank da Câmara,,,,,,,,,,,2011,569,676,625,823,601
MG,3125101,Extrema,1,,,1,5.06,,,,9.94,,2011,607,732,729,849,633
MG,3125200,Fama,1,,,1,42.14,,,,81.70,,2011,619,717,700,863,610
MG,3125309,Faria Lemos,,,,,,,,,,,2011,545,687,678,800,598
MG,3125408,Felício dos Santos,,,,,,,,,,,2011,461,606,568,794,494
MG,3125606,Felisburgo,,,,,,,,,,,2011,461,583,577,744,462
MG,3125705,Felixlândia,,,,,,,,,,,2011,534,648,651,815,514
